"name","title","male","house","isMarried","isNoble","age","popularity","isAlive","gender"
"Balon Swann","Ser",1,"Swann",0,1,NA,0.311036789,1,"men"
"Barristan Selmy","Ser",1,"Selmy",0,1,69,1,1,"men"
"Barbrey Dustin","Barrowton",0,"Ryswell",1,1,NA,0.163879599,1,"women"
"Benjen Stark","First Ranger",1,"Stark",0,1,38,0.401337793,1,"men"
"Brandon Norrey","The NorreyLord Norrey",1,"Norrey",0,1,NA,0.030100334,1,"men"
"Bowen Marsh","Lord Steward",1,"Night's Watch",0,1,NA,0.254180602,1,"men"
"Bonifer Hasty","Ser",1,"Hasty",0,1,NA,0.053511706,1,"men"
"Bran the Builder","King of Winter",0,"Stark",0,1,NA,0.090301003,1,"women"
"Brynden Rivers","Ser",1,"Targaryen",0,1,77,0.605351171,0,"men"
"Brynden Tully","Ser",1,"Tully",0,1,63,0.341137124,1,"men"
"Caleotte","Maester",1,"Martell",0,1,NA,0.040133779,1,"men"
"Cassella Vaith","Vaith",0,"Vaith",0,1,NA,0.010033445,1,"women"
"Cellador","Septon",1,"Night's Watch",0,0,NA,0.033444816,1,"men"
"Cletus Yronwood","Ser",1,"Yronwood",0,1,NA,0.070234114,0,"men"
"Colemon","Maester",1,"Arryn",0,1,NA,0.066889632,1,"men"
"Corlys Velaryon","Lord of the Tides",1,"Velaryon",1,1,79,0.525083612,0,"men"
"Criston Cole","Ser",1,"Cole",0,1,48,0.505016722,0,"men"
"Daemon I Blackfyre","Ser",1,"Blackfyre",1,1,26,0,0,"men"
"Daemon Targaryen","Commander of the City Watch",1,"Targaryen",1,1,49,0.668896321,0,"men"
"Daenerys Targaryen","Andals",0,"Targaryen",1,1,21,1,1,"women"
"Daven Lannister","Ser",1,"Lannister",0,1,32,0.20735786,1,"men"
"Davos Seaworth","Ser",1,"Seaworth",1,1,45,0.969899666,1,"men"
"Eddard Stark","Winterfell",1,"Stark",1,1,36,1,0,"men"
"Edmure Tully","Ser",1,"Tully",1,1,38,0.655518395,1,"men"
"Emmon Cuy","Ser",1,"Cuy",0,1,NA,0.036789298,0,"men"
"Falena Stokeworth","Harrenhal",1,"Stokeworth",1,1,100,0.023411371,0,"men"
"Eustace Osgrey","Knight",1,"Osgrey",1,1,NA,0.147157191,1,"men"
"Galazza Galare","Green Grace",0,"Graces",0,1,88,0.090301003,1,"women"
"Garth Hightower","Ser",0,"Hightower",0,1,NA,0.050167224,1,"women"
"Garlan Tyrell","Ser",1,"Tyrell of Brightwater Keep",1,1,28,0.327759197,1,"men"
"Gerold Dayne","Ser",1,"Dayne of High Hermitage",0,1,35,0.107023411,1,"men"
"Godry Farring","Ser",1,"Farring",0,1,NA,0.063545151,1,"men"
"Gorold Goodbrother","Lord of Hammerhorn",1,"Goodbrother",0,1,NA,0.080267559,1,"men"
"Groleo","[1]",0,"Targaryen",0,1,NA,0.110367893,0,"women"
"Gregor Clegane","Ser",1,"Clegane",0,1,35,0.836120401,0,"men"
"Gylbert Farwynd","Lonely Light",1,"Farwynd of the Lonely Light",0,1,NA,0.040133779,1,"men"
"Guyard Morrigen","Ser",1,"Morrigen",0,1,21,0.063545151,0,"men"
"Hallyne","LordWisdom",1,"Alchemists' Guild",0,1,NA,0.086956522,1,"men"
"Harry Strickland","Captain-General",1,"Strickland",0,1,NA,0.076923077,1,"men"
"Harys Swyft","Knight",1,"Swyft",0,1,NA,0.451505017,1,"men"
"High Sparrow","High Septon",1,"Faith of the Seven",0,1,NA,0.16722408,1,"men"
"Howland Reed","Greywater Watch",1,"Reed",1,1,45,0.177257525,1,"men"
"Hugh","Ser",1,"Arryn",0,1,NA,0.063545151,0,"men"
"Hyle Hunt","Ser",0,"Hunt",0,1,NA,0.10367893,1,"women"
"Hoster Tully","Lord Paramount of the Trident",1,"Tully",1,1,62,0.331103679,0,"men"
"Humfrey Hewett","Oakenshield",1,"Hewett",0,1,NA,0.030100334,1,"men"
"Ilyn Payne","Ser",1,"Payne",0,1,NA,0.224080268,1,"men"
"Illyrio Mopatis","Magister",1,"Targaryen",1,1,NA,0.394648829,1,"men"
"Imry Florent","Ser",1,"Florent",0,1,NA,0.183946488,0,"men"
"Jacelyn Bywater","Ser",1,"Bywater",0,1,NA,0.130434783,0,"men"
"Jaime Lannister","Ser",1,"Lannister",0,1,39,1,1,"men"
"Jason Mallister","Seagard",1,"Mallister",0,1,NA,0.127090301,1,"men"
"Jon Arryn","Eyrie",1,"Arryn",1,1,81,0.836120401,0,"men"
"Jon Fossoway","Knight",1,"Fossoway of New Barrel",1,1,NA,0.18729097,1,"men"
"Jonos Bracken","Stone Hedge",1,"Bracken",0,1,NA,0.190635452,1,"men"
"Justin Massey","Ser",1,"Massey",0,1,NA,0.080267559,1,"men"
"Jon Snow","Lord Commander of the Night's Watch",1,"Stark",0,1,22,1,1,"men"
"Kevan Lannister","Ser",1,"Lannister",1,1,56,0.869565217,0,"men"
"Leyton Hightower","Hightower",1,"Hightower",1,1,NA,0.150501672,1,"men"
"Larys Strong","Lord of Harrenhal",1,"Strong",0,1,100,0.297658863,0,"men"
"Lewyn Martell","Ser",1,"Martell",0,1,NA,0.147157191,0,"men"
"Lothar Frey","Twins",1,"Frey",1,1,41,0.173913043,1,"men"
"Lothor Brune","Ser",1,"Brune of Brownhollow",0,1,NA,0.137123746,1,"men"
"Lysa Arryn","Lady of the Vale",0,"Tully",1,1,34,0,0,"women"
"Maege Mormont","Lady of Bear Island",0,"Mormont",0,1,66,0.137123746,1,"women"
"Mark Mullendore","Ser",1,"Mullendore",0,1,NA,0.050167224,1,"men"
"Mark Ryswell","Ser",0,"Ryswell",0,1,NA,0.02006689,0,"women"
"Marlon Manderly","Ser",1,"Manderly",0,1,NA,0.043478261,1,"men"
"Marq Piper","Ser",1,"Piper",0,1,NA,0.140468227,1,"men"
"Mathis Rowan","Goldengrove",1,"Rowan",1,1,NA,0.364548495,1,"men"
"Meribald","Septon",1,"Faith of the Seven",0,0,58,0.10367893,1,"men"
"Morros Slynt","Lord",1,"Slynt",0,1,NA,0.043478261,1,"men"
"Ulf the White","Ser",1,"Blacks",0,1,NA,0.060200669,0,"men"
"Roose Bolton","Dreadfort",1,"Bolton",1,1,45,0.97993311,1,"men"
"Shireen Baratheon","Princess",0,"Baratheon of Dragonstone",0,1,16,0.230769231,1,"women"
"Renly Baratheon","Lord Paramount of the Stormlands",1,"Baratheon",1,1,22,1,0,"men"
"Theon Greyjoy","green lands",1,"Greyjoy",0,1,27,1,1,"men"
"Robyn Rhysling","Ser",1,"Rhysling",0,1,NA,0.023411371,1,"men"
"Rodrik Harlaw","Harlaw",1,"Harlaw",0,1,NA,0.160535117,1,"men"
"Wendamyr","Maester",1,"Greyjoy",0,1,NA,0.02006689,1,"men"
"Robin Potter","Ser",1,"Potter",0,1,NA,0.02006689,1,"men"
"Richard Horpe","Ser",1,"Horpe",0,1,NA,0.063545151,1,"men"
"Sansa Stark","Princess",0,"Stark",1,1,19,1,1,"women"
"Vargo Hoat","Lord of Harrenhal",1,"Brave Companions",0,1,NA,0.210702341,0,"men"
"Robert Arryn","Eyrie",1,"Arryn",0,1,13,0.321070234,1,"men"
"Rakharo","Bloodrider",1,"Targaryen",0,0,NA,0.183946488,1,"men"
"Rhaella Targaryen","PrincessQueenDowager Queen",1,"Targaryen",1,1,39,0.321070234,0,"men"
"Tywin Lannister","Casterly Rock",1,"Lannister",1,1,58,1,0,"men"
"Wyman Manderly","Lord of White Harbor",1,"Manderly",0,1,66,0.35451505,1,"men"
"Wylis Manderly","Ser",1,"Manderly",0,1,53,0.157190635,1,"men"
"Wendel Manderly","Ser",1,"Manderly",0,1,45,0.133779264,0,"men"
"Steffon Baratheon","Storm's End",1,"Baratheon",1,1,32,0.371237458,0,"men"
"Rickard Karstark","Karhold",1,"Karstark",0,1,NA,0.230769231,0,"men"
"Reznak mo Reznak","Seneschal",1,"of Reznak",0,1,NA,0.080267559,1,"men"
"Ronnet Connington","Ser",1,"Connington",0,1,31,0.113712375,1,"men"
"Tytos Blackwood","Raventree Hall",1,"Blackwood",0,1,NA,0.220735786,1,"men"
"Rodrik Cassel","Ser",1,"Cassel",0,1,NA,0.397993311,0,"men"
"Stevron Frey","Ser",1,"Frey",1,1,66,0.173913043,0,"men"
"Jon Connington","Lord of Griffin's Roost",1,"Connington",0,1,42,0.719063545,1,"men"
"Rickard Stark","Winterfell",1,"Stark",1,1,52,0.27090301,0,"men"
"Visenya Targaryen","QueenDowager Queen",0,"Targaryen",1,1,72,0.277591973,0,"women"
"Petyr Baelish","Master of coin",1,"Baelish",1,1,37,1,1,"men"
"Viserys Targaryen","Lord of the Seven Kingdoms",1,"Targaryen",0,1,22,0.622073579,0,"men"
"Salladhor Saan","Prince of the Narrow Sea",1,"Baratheon of Dragonstone",0,1,NA,0.18729097,1,"men"
"Victarion Greyjoy","Lord Captain of the Iron Fleet",1,"Greyjoy",0,1,37,0.705685619,1,"men"
"Tyrion Lannister","Hand of the King",1,"Lannister",1,1,32,1,1,"men"
"Trystane Martell","Prince",1,"Martell",0,1,18,0.150501672,1,"men"
"Rolland Storm","Ser",1,"Caron",0,1,NA,0.070234114,1,"men"
"Willam Dustin","Barrowton",1,"Dustin",1,1,NA,0.063545151,0,"men"
"Tyland Lannister","Ser",1,"Lannister",0,1,NA,0.35451505,0,"men"
"Thoren Smallwood","First Ranger",1,"Night's Watch",0,1,NA,0.086956522,0,"men"
"Rolph Spicer","Ser",0,"Spicer",0,1,NA,0.060200669,1,"women"
"Selyse Florent","LadyQueen",0,"Florent",1,1,NA,0.397993311,1,"women"
"Damion Lannister","SerCastellan of Casterly Rock",1,"Lannister",1,1,NA,0.08361204,1,"men"
"Lyonel Baratheon","Ser",1,"Baratheon",0,1,NA,0.056856187,0,"men"
"Vardis Egen","Ser",1,"Egen",0,1,49,0.090301003,0,"men"
"Orton Merryweather","Longtable",1,"Merryweather",1,1,NA,0.37458194,1,"men"
"Jeor Mormont","Bear Island",1,"Mormont",0,1,69,0.618729097,0,"men"
"Samwell Stone","Ser",1,"Royce",0,1,NA,0.013377926,1,"men"
"Mors Umber","Castellan",1,"Umber",0,1,70,0.147157191,1,"men"
"Parmen Crane","Ser",1,"Crane",0,1,NA,0.040133779,1,"men"
"Qyburn","Master of whisperers",1,"Lannister",0,1,NA,0.535117057,1,"men"
"Rickon Stark","Prince of WinterfellHeir to Winterfell",1,"Stark",0,1,10,0.551839465,1,"men"
"Robar Royce","Ser",1,"Royce",0,1,22,0.096989967,0,"men"
"Rhae Targaryen","Princess",0,"Targaryen",0,1,100,0.080267559,0,"women"
"Ryman Frey","Ser",1,"Frey",0,1,54,0.217391304,0,"men"
"Rolly Duckfield","Ser",1,"Targaryen",0,1,NA,0.086956522,1,"men"
"Rhaelle Targaryen","Princess",0,"Targaryen",1,1,76,0.137123746,1,"women"
"Shyra Errol","Haystack Hall",0,"Errol",0,1,NA,0.013377926,1,"women"
"Maelor Targaryen","Prince",1,"Targaryen",0,1,3,0.180602007,0,"men"
"Arianne Martell","Princess",0,"Martell",0,1,29,0.571906355,1,"women"
"Baela Targaryen","Lady",0,"Targaryen",1,1,100,0.127090301,0,"women"
"Dunstan Drumm","Old Wyk",1,"Drumm",0,1,93,0.076923077,1,"men"
"Daemon Sand","Ser",1,"Allyrion",0,1,NA,0.073578595,1,"men"
"Joyeuse Erenford","the Crossing",1,"Erenford",1,1,23,0.043478261,1,"men"
"Rossart","Hand of the King",1,"Alchemists' Guild",0,1,NA,0.367892977,0,"men"
"Waymar Royce","Ser",1,"Royce",0,1,19,0.123745819,0,"men"
"Daemon II Blackfyre","Andals",1,"Blackfyre",0,1,23,0.227424749,0,"men"
"Hugh Hammer","Ser",1,"Blacks",0,1,NA,0.076923077,0,"men"
"Tygett Lannister","Ser",1,"Lannister",1,1,55,0.110367893,1,"men"
"Rhaegar Targaryen","Prince of Dragonstone",1,"Targaryen",1,1,24,0.799331104,0,"men"
"Bethany Bolton","the Dreadfort",1,"Bolton",1,1,NA,0.043478261,1,"men"
"Desmond Grell","Ser",0,"Grell",0,1,68,0.076923077,1,"women"
"Gendry","Ser",1,"brotherhood without banners",0,1,21,0.43812709,1,"men"
"Loras Tyrell","Ser",1,"Tyrell",0,1,23,0.665551839,1,"men"
"Ricasso","Sunspear",0,"Martell",0,1,NA,0.070234114,1,"women"
"Yohn Royce","Runestone",1,"Royce",0,1,NA,0.170568562,1,"men"
"Rohanne Webber","Coldmoat",0,"Webber",1,1,100,0.170568562,0,"women"
"Walder Rivers","Ser",1,"Frey",1,1,NA,0.080267559,1,"men"
"Moqorro","Slave of R'hllor",1,"R'hllor",0,1,NA,0.123745819,1,"men"
"Tytos Lannister","Casterly Rock",1,"Lannister",1,1,47,0.210702341,0,"men"
